Magazin original,Magazin standard,Stradă standard,Localitate standard,Sector atribuit,Județ,Bazin comercial,Nr. clienți
Staer 7,Staer 7,Bulevardul Basarabia,București neatribuit,București neatribuit,București,București neatribuit,11
Staer 7,Staer 7,Bulevardul Doamna Ghica,Sector 2,Sector 2,București,Nord-Est,11
Staer 7,Staer 7,Bulevardul Iuliu Maniu,Sector 6,Sector 6,București,Vest,11
Staer 7,Staer 7,Calea Ea Mosilor,București neatribuit,București neatribuit,București,București neatribuit,11
Staer 7,Staer 7,Drumul Taberei,Sector 6,Sector 6,București,Vest,11
Staer 7,Staer 7,Șoseaua Colentina,Sector 2,Sector 2,București,Nord-Est,11
Staer 7,Staer 7,Bulevardul Timișoara,Sector 6,Sector 6,București,Vest,11
Staer 7,Staer 7,Prelungirea Ungirea Ghencea,Sector 6,Sector 6,București,Vest,11
Staer 7,Staer 7,Drumul Fermei,Popești-Leordeni,—,Ilfov,Sud,11
Staer 9,Staer 9,Fabrica de Glucoza,Sector 2,Sector 2,București,Nord-Est,11
Staer 9,Staer 9,Bulevardul 1 Decembrie 1918,Sector 3,Sector 3,București,Est,11
Staer 9,Staer 9,Calea Ea Călărași,Sector 3,Sector 3,București,Est,11
Staer 9,Staer 9,Șoseaua Berceni,Sector 4,Sector 4,București,Sud,11
Staer 9,Staer 9,Dorneasca,Sector 5,Sector 5,București,Sud-Vest,11
Staer 9,Staer 9,Margeanului,Sector 5,Sector 5,București,Sud-Vest,11
Staer 9,Staer 9,Strada Vedea,Sector 5,Sector 5,București,Sud-Vest,11
Staer 9,Staer 9,Șoseaua Alexandriei,Sector 5,Sector 5,București,Sud-Vest,11
Staer 9,Staer 9,Șoseaua Viilor,Sector 5,Sector 5,București,Sud-Vest,11
Staer 9,Staer 9,Aleea Ea Compozitorilor,Sector 6,Sector 6,București,Vest,11
Staer 9,Staer 9,Aleea Ea Lacul Morii,Sector 6,Sector 6,București,Vest,11
Staer 9,Staer 9,Drumul Manastirea Varatec,Sector 6,Sector 6,București,Vest,11
Staer 9,Staer 9,Intrarea Dr Belsugului,Sector 6,Sector 6,București,Vest,11
Staer 9,Staer 9,NECUNOSCUTĂ,Sector 6,Sector 6,București,Vest,11
Staer 9,Staer 9,Sg Apostol Constantin,Sector 6,Sector 6,București,Vest,11
Staer 9,Staer 9,Veteranilor,Sector 6,Sector 6,București,Vest,11
Staer 9,Staer 9,Rezervelor,Chiajna–Roșu–Dudu,—,Ilfov,Vest,11
Staer 9,Staer 9,Popesti Vest,Popești-Leordeni,—,Ilfov,Sud,11
Alis Ecomob SRL,Staer 9,Bulevardul 1 Mai,Sector 6,Sector 6,București,Vest,10
Alis Ecomob SRL,Staer 9,Bulevardul Constructorilor,Sector 6,Sector 6,București,Vest,10
Alis Ecomob SRL,Staer 9,Bulevardul Pucheni,București neatribuit,București neatribuit,București,București neatribuit,10
Alis Ecomob SRL,Staer 9,Șoseaua Giurgiului,București neatribuit,București neatribuit,București,București neatribuit,10
Alis Ecomob SRL,Staer 9,Șoseaua Salaj,București neatribuit,București neatribuit,București,București neatribuit,10
Staer 23,Staer 23,Aleea Izvorul Oltului,Sector 4,Sector 4,București,Sud,10
Staer 23,Staer 23,Calea Ea Vitan,București neatribuit,București neatribuit,București,București neatribuit,10
Staer 23,Staer 23,Șoseaua Fundeni,Sector 2,Sector 2,București,Nord-Est,10
Staer 23,Staer 23,Vatra Dornei,Sector 4,Sector 4,București,Sud,10
Staer 23,Staer 23,Aleea Avrig,Sector 2,Sector 2,București,Nord-Est,10
Staer 23,Staer 23,Aleea Codrii Neamtului,Sector 3,Sector 3,București,Est,10
Staer 23,Staer 23,Bulevardul Ramnicu Sarat,Sector 3,Sector 3,București,Est,10
Staer 23,Staer 23,Foisorului,Sector 3,Sector 3,București,Est,10
Staer 23,Staer 23,Lotrioara,Sector 3,Sector 3,București,Est,10
Staer 23,Staer 23,Ramnicu Valcea,Sector 3,Sector 3,București,Est,10
Staer 23,Staer 23,Strada Dristorului,Sector 3,Sector 3,București,Est,10
Staer 23,Staer 23,Strada Jean Steriadi,Sector 3,Sector 3,București,Est,10
Staer 23,Staer 23,Aleea Ea Calinesti,Sector 4,Sector 4,București,Sud,10
Staer 23,Staer 23,Aleea Ea Ucea,Sector 4,Sector 4,București,Sud,10
Staer 23,Staer 23,Aleea Mirea Mioara Luiza,Sector 4,Sector 4,București,Sud,10
Staer 23,Staer 23,Spinis,Sector 4,Sector 4,București,Sud,10
Staer 23,Staer 23,Strada Almașu Mare,Sector 4,Sector 4,București,Sud,10
Staer 23,Staer 23,Tatulesti,Sector 4,Sector 4,București,Sud,10
Staer 23,Staer 23,Strada Padurea Craiului,Berceni (Ilfov),—,Ilfov,Sud,10
Staer 23,Staer 23,Sf. Agnes,Popești-Leordeni,—,Ilfov,Sud,10
Staer 7,Staer 7,Aleea Ea Dobrina,Sector 2,Sector 2,București,Nord-Est,10
Staer 7,Staer 7,Bulevardul Nicolae Grigorescu,București neatribuit,București neatribuit,București,București neatribuit,10
Staer 7,Staer 7,Prelungirea Ungirea Ghencea,Sector 6,Sector 6,București,Vest,10
Staer 7,Staer 7,Șoseaua Berceni,Sector 4,Sector 4,București,Sud,10
Staer 7,Staer 7,Șoseaua Fundeni,Sector 2,Sector 2,București,Nord-Est,10
Staer 7,Staer 7,Calea Ea Mosilor,Sector 2,Sector 2,București,Nord-Est,10
Staer 7,Staer 7,Pantelimon,Sector 2,Sector 2,București,Nord-Est,10
Staer 7,Staer 7,Șoseaua Ștefan cel Mare,Sector 2,Sector 2,București,Nord-Est,10
Staer 7,Staer 7,Strada Dristorului,Sector 3,Sector 3,București,Est,10
Staer 7,Staer 7,Șoseaua Colentina,Sector 2,Sector 2,București,Nord-Est,10
Staer 7,Staer 7,Strada Scolii,Voluntari–Pipera,—,Ilfov,Nord,10
Staer 9,Staer 9,Aleea Ea Mizil,Sector 3,Sector 3,București,Est,10
Staer 9,Staer 9,Strada Bârnova,Sector 5,Sector 5,București,Sud-Vest,10
Staer 9,Staer 9,Strada Buzoieni,Sector 5,Sector 5,București,Sud-Vest,10
Staer 9,Staer 9,Strada Mihail Sebastian,Sector 5,Sector 5,București,Sud-Vest,10
Staer 9,Staer 9,Aleea Pascani,Sector 6,Sector 6,București,Vest,10
Staer 9,Staer 9,Ceahlaul,Sector 6,Sector 6,București,Vest,10
Staer 9,Staer 9,Dr Valea Doftanei,Sector 6,Sector 6,București,Vest,10
Staer 9,Staer 9,Drumul Ciorogârla,Sector 6,Sector 6,București,Vest,10
Staer 9,Staer 9,Drumul Valea Calmatuiului,Sector 6,Sector 6,București,Vest,10
Staer 9,Staer 9,Serg Apostol Constantin,Sector 6,Sector 6,București,Vest,10
Staer 9,Staer 9,Strada Rosia Montana,Sector 6,Sector 6,București,Vest,10
Staer 9,Staer 9,Monumentului,Bragadiru,—,Ilfov,Sud-Vest,10
Staer 9,Staer 9,Nazuintei,Bragadiru,—,Ilfov,Sud-Vest,10
Staer 9,Staer 9,Parfumului,Bragadiru,—,Ilfov,Sud-Vest,10
Staer 9,Staer 9,Topaz,Bragadiru,—,Ilfov,Sud-Vest,10
Staer 9,Staer 9,Verii,Bragadiru,—,Ilfov,Sud-Vest,10
Staer 9,Staer 9,Sg. Ilie Petre,Chiajna–Roșu–Dudu,—,Ilfov,Vest,10
Alis Ecomob SRL,Staer 9,Aleea Dealul Macinului,Sector 6,Sector 6,București,Vest,9
Alis Ecomob SRL,Staer 9,Bulevardul Camil Ressu,București neatribuit,București neatribuit,București,București neatribuit,9
Staer 23,Staer 23,Aleea Cetatea Veche,Sector 4,Sector 4,București,Sud,9
Staer 23,Staer 23,Aleea Ea Ciceu,Sector 4,Sector 4,București,Sud,9
Staer 23,Staer 23,Bulevardul Constantin Brâncoveanu,Sector 4,Sector 4,București,Sud,9
Staer 23,Staer 23,Drumul Cheile Turzii,Sector 4,Sector 4,București,Sud,9
Staer 23,Staer 23,Mihai Bravu,București neatribuit,București neatribuit,București,București neatribuit,9
Staer 23,Staer 23,Strada Istriei,Sector 3,Sector 3,București,Est,9
Staer 23,Staer 23,Strada Măriuca,Sector 4,Sector 4,București,Sud,9
Staer 23,Staer 23,Strada Panselelor,Sector 4,Sector 4,București,Sud,9
Staer 23,Staer 23,Aleea Magura Vulturului,Sector 2,Sector 2,București,Nord-Est,9
Staer 23,Staer 23,Strada Maior Vasile Bacila,Sector 2,Sector 2,București,Nord-Est,9
Staer 23,Staer 23,Șoseaua Fundeni,Sector 2,Sector 2,București,Nord-Est,9
Staer 23,Staer 23,Șoseaua Morarilor,Sector 2,Sector 2,București,Nord-Est,9
Staer 23,Staer 23,Drumul Gura Garlitei,Sector 3,Sector 3,București,Est,9
Staer 23,Staer 23,Mihai Bravu,Sector 3,Sector 3,București,Est,9
Staer 23,Staer 23,Patriotilor,Sector 3,Sector 3,București,Est,9
Staer 23,Staer 23,Strada Nerva Traian,Sector 3,Sector 3,București,Est,9
Staer 23,Staer 23,Strada Trapezului,Sector 3,Sector 3,București,Est,9
Staer 23,Staer 23,Aleea Ea Ornamentului,Sector 4,Sector 4,București,Sud,9
Staer 23,Staer 23,Aleea Ea Uioara,Sector 4,Sector 4,București,Sud,9
Staer 23,Staer 23,Bulevardul Dimitrie Cantemir,Sector 4,Sector 4,București,Sud,9
Staer 23,Staer 23,Giurgiului,Sector 4,Sector 4,București,Sud,9
Staer 23,Staer 23,Calea Ea Rahovei,Sector 5,Sector 5,București,Sud-Vest,9
Staer 23,Staer 23,Muntii Carpati,Sector 5,Sector 5,București,Sud-Vest,9
Staer 23,Staer 23,Independentei,Berceni (Ilfov),—,Ilfov,Sud,9
Staer 23,Staer 23,Strada Crișul Repede,Bragadiru,—,Ilfov,Sud-Vest,9
Staer 23,Staer 23,Șoseaua Principala,Copaceni,—,Ilfov,Ilfov neatribuit,9
Staer 23,Staer 23,Rasaritului,Popești-Leordeni,—,Ilfov,Sud,9
Staer 23,Staer 23,Sfintii Voievozi,Popești-Leordeni,—,Ilfov,Sud,9
Staer 23,Staer 23,Strada Cheiul Dâmboviței,Popești-Leordeni,—,Ilfov,Sud,9
Staer 7,Staer 7,Aleea Avrig,București neatribuit,București neatribuit,București,București neatribuit,9
Staer 7,Staer 7,Aleea Diham,Sector 2,Sector 2,București,Nord-Est,9
Staer 7,Staer 7,Baicului,Sector 2,Sector 2,București,Nord-Est,9
Staer 7,Staer 7,Calea Ea Vitan,București neatribuit,București neatribuit,București,București neatribuit,9
Staer 7,Staer 7,Melodiei,Sector 2,Sector 2,București,Nord-Est,9
Staer 7,Staer 7,Rascoala 1907,Sector 2,Sector 2,București,Nord-Est,9
Staer 7,Staer 7,Mihai Bravu,Sector 2,Sector 2,București,Nord-Est,9
Staer 7,Staer 7,Șoseaua Iancului,Sector 2,Sector 2,București,Nord-Est,9
Staer 7,Staer 7,Aleea Garii,Jilava,—,Ilfov,Sud,9
Staer 7,Staer 7,Bucuresti Nord,Voluntari–Pipera,—,Ilfov,Nord,9
Staer 9,Staer 9,Bulevardul Basarabia,Sector 2,Sector 2,București,Nord-Est,9
Staer 9,Staer 9,Baba Novac,Sector 3,Sector 3,București,Est,9
Staer 9,Staer 9,Drumul Gura Ariesului,Sector 3,Sector 3,București,Est,9
Staer 9,Staer 9,Mihai Bravu,Sector 3,Sector 3,București,Est,9
Staer 9,Staer 9,Aleea Barsanesti,Sector 6,Sector 6,București,Vest,9
Staer 9,Staer 9,Aleea Ea Cetatuia,Sector 6,Sector 6,București,Vest,9
Staer 9,Staer 9,Aleea Ea Parva,Sector 6,Sector 6,București,Vest,9
Staer 9,Staer 9,Basmului,Sector 6,Sector 6,București,Vest,9
Staer 9,Staer 9,Cernisoara,Sector 6,Sector 6,București,Vest,9
Staer 9,Staer 9,Constantin Moise,Sector 6,Sector 6,București,Vest,9
Staer 9,Staer 9,Strada Valea Cascadelor,Sector 6,Sector 6,București,Vest,9
Staer 9,Staer 9,Valea Ialomitei,Sector 6,Sector 6,București,Vest,9
Staer 9,Staer 9,Acvilei,Chiajna–Roșu–Dudu,—,Ilfov,Vest,9
Alis Ecomob SRL,Staer 9,Calea Ea Giulesti,București neatribuit,București neatribuit,București,București neatribuit,8
Alis Ecomob SRL,Staer 9,Strada Barca,Sector 5,Sector 5,București,Sud-Vest,8
Alis Ecomob SRL,Staer 9,Strada Mihail Sebastian,Sector 5,Sector 5,București,Sud-Vest,8
Alis Ecomob SRL,Staer 9,Strada Sibiu,Sector 6,Sector 6,București,Vest,8
Alis Ecomob SRL,Staer 9,Șoseaua Antiaeriana,București neatribuit,București neatribuit,București,București neatribuit,8
Alis Ecomob SRL,Staer 9,Șoseaua Pantelimon,București neatribuit,București neatribuit,București,București neatribuit,8
Staer 23,Staer 23,Aleea Dorohoi,Sector 4,Sector 4,București,Sud,8
Staer 23,Staer 23,Aleea Huedin,Sector 4,Sector 4,București,Sud,8
Staer 23,Staer 23,Bulevardul Chișinău,Sector 2,Sector 2,București,Nord-Est,8
Staer 23,Staer 23,Bulevardul Nicolae Grigorescu,București neatribuit,București neatribuit,București,București neatribuit,8
Staer 23,Staer 23,Dr Binelui,Sector 4,Sector 4,București,Sud,8
Staer 23,Staer 23,Izvorul Crisului,Sector 4,Sector 4,București,Sud,8
Staer 23,Staer 23,Pomarla,Sector 4,Sector 4,București,Sud,8
Staer 23,Staer 23,Strada Amurgului,București neatribuit,București neatribuit,București,București neatribuit,8
Staer 23,Staer 23,Șoseaua Chitilei,Sector 1,Sector 1,București,Nord,8
Staer 23,Staer 23,Aleea Ea Lunguletu,Sector 2,Sector 2,București,Nord-Est,8
Staer 23,Staer 23,Aleea Lunca Bradului,Sector 3,Sector 3,București,Est,8
Staer 23,Staer 23,Intrarea Reconstructiei,Sector 3,Sector 3,București,Est,8
Staer 23,Staer 23,Strada Prisaca Dornei,Sector 3,Sector 3,București,Est,8
Staer 23,Staer 23,Aleea Aliorului,Sector 4,Sector 4,București,Sud,8
Staer 23,Staer 23,Aleea Donea Diana Alexandra,Sector 4,Sector 4,București,Sud,8
Staer 23,Staer 23,Baladei,Sector 4,Sector 4,București,Sud,8
Staer 23,Staer 23,Caporal Grigore Marin,Sector 4,Sector 4,București,Sud,8
Staer 23,Staer 23,Ghimpati,Sector 4,Sector 4,București,Sud,8
Staer 23,Staer 23,Ionescu Gheorghe,Sector 4,Sector 4,București,Sud,8
Staer 23,Staer 23,Izvorul Trotusului,Sector 4,Sector 4,București,Sud,8
Staer 23,Staer 23,Pomarla,Sector 4,Sector 4,București,Sud,8
Staer 23,Staer 23,Splaiul Aiul Unirii,Sector 4,Sector 4,București,Sud,8
Staer 23,Staer 23,Strada Pridvorului,Sector 4,Sector 4,București,Sud,8
Staer 23,Staer 23,Baciului,Sector 5,Sector 5,București,Sud-Vest,8
Staer 23,Staer 23,Tiparnitei,Sector 5,Sector 5,București,Sud-Vest,8
Staer 23,Staer 23,Bistrita,Berceni (Ilfov),—,Ilfov,Sud,8
Staer 23,Staer 23,Cazanului,Berceni (Ilfov),—,Ilfov,Sud,8
Staer 23,Staer 23,Ugareni,Berceni (Ilfov),—,Ilfov,Sud,8
Staer 23,Staer 23,Apusului,Popești-Leordeni,—,Ilfov,Sud,8
Staer 23,Staer 23,Pavlicheni,Popești-Leordeni,—,Ilfov,Sud,8
Staer 23,Staer 23,Șoseaua Berceni,Popești-Leordeni,—,Ilfov,Sud,8
Staer 23,Staer 23,Principala,Vidra,—,Ilfov,Sud,8
Staer 7,Staer 7,Aleea Prevederii,Sector 3,Sector 3,București,Est,8
Staer 7,Staer 7,Fabrica de Gheata,Sector 2,Sector 2,București,Nord-Est,8
Staer 7,Staer 7,Maior Bacila,Sector 2,Sector 2,București,Nord-Est,8
Staer 7,Staer 7,Pincota,Sector 2,Sector 2,București,Nord-Est,8
Staer 7,Staer 7,Radovanu,Sector 2,Sector 2,București,Nord-Est,8
Staer 7,Staer 7,Ripiceni,Sector 2,Sector 2,București,Nord-Est,8
Staer 7,Staer 7,Bulevardul Basarabia,Sector 2,Sector 2,București,Nord-Est,8
Staer 7,Staer 7,Fabrica de Gheata,Sector 2,Sector 2,București,Nord-Est,8
Staer 7,Staer 7,Fabrica de Glucoza,Sector 2,Sector 2,București,Nord-Est,8
Staer 7,Staer 7,Radovanu,Sector 2,Sector 2,București,Nord-Est,8
Staer 7,Staer 7,Stefan cel Mare,Sector 2,Sector 2,București,Nord-Est,8
Staer 7,Staer 7,Teiul Doamnei,Sector 2,Sector 2,București,Nord-Est,8
Staer 7,Staer 7,Șoseaua Olteniței,Sector 4,Sector 4,București,Sud,8
Staer 7,Staer 7,Bulevardul Voluntari,Voluntari–Pipera,—,Ilfov,Nord,8
Staer 9,Staer 9,Aleea Ea Teisani,Sector 1,Sector 1,București,Nord,8
Staer 9,Staer 9,Drumul Padurea Neagra,Sector 1,Sector 1,București,Nord,8
Staer 9,Staer 9,Rotasului,Sector 1,Sector 1,București,Nord,8
Staer 9,Staer 9,Șoseaua Ghe Ionescu Sisesti,Sector 1,Sector 1,București,Nord,8
Staer 9,Staer 9,Calea Ea Mosilor,Sector 2,Sector 2,București,Nord-Est,8
Staer 9,Staer 9,Cremenita,Sector 2,Sector 2,București,Nord-Est,8
Staer 9,Staer 9,Bulevardul Nicolae Grigorescu,Sector 3,Sector 3,București,Est,8
Staer 9,Staer 9,Liviu Rebreanu,Sector 3,Sector 3,București,Est,8
Staer 9,Staer 9,Șoseaua Mihai Bravu,Sector 3,Sector 3,București,Est,8
Staer 9,Staer 9,Strada Luica,Sector 4,Sector 4,București,Sud,8
Staer 9,Staer 9,Aleea Ea Botorani,Sector 5,Sector 5,București,Sud-Vest,8
Staer 9,Staer 9,Șoseaua Antiaeriana,Sector 5,Sector 5,București,Sud-Vest,8
Staer 9,Staer 9,Aleea Ea Zorelelor,Sector 6,Sector 6,București,Vest,8
Staer 9,Staer 9,Latea Gheorghe,Sector 6,Sector 6,București,Vest,8
Staer 9,Staer 9,Mohorului,Sector 6,Sector 6,București,Vest,8
Staer 9,Staer 9,Strada Gârleni,Sector 6,Sector 6,București,Vest,8
Staer 9,Staer 9,Strada Viscolului,Sector 6,Sector 6,București,Vest,8
Staer 9,Staer 9,Vistiernicul Stavrinos,Sector 6,Sector 6,București,Vest,8
Staer 9,Staer 9,Vladeasa,Sector 6,Sector 6,București,Vest,8
Staer 9,Staer 9,Libertatii,Bragadiru,—,Ilfov,Sud-Vest,8
Staer 9,Staer 9,Rubinului,Bragadiru,—,Ilfov,Sud-Vest,8
Staer 9,Staer 9,Apeductului,Chiajna–Roșu–Dudu,—,Ilfov,Vest,8
Staer 9,Staer 9,Intrarea Nicolae Iorga,Chiajna–Roșu–Dudu,—,Ilfov,Vest,8
Staer 9,Staer 9,Intrarea Doinei,Dobroești,—,Ilfov,Nord-Est,8
Staer 9,Staer 9,Fortului,Domnești,—,Ilfov,Sud-Vest,8
Staer 9,Staer 9,23 August,Otopeni,—,Ilfov,Nord,8
Alis Ecomob SRL,Staer 9,Bulevardul Theodor Pallady,Sector 3,Sector 3,București,Est,7
Alis Ecomob SRL,Staer 9,Dunavat,București neatribuit,București neatribuit,București,București neatribuit,7
Alis Ecomob SRL,Staer 9,Margeanului,Sector 5,Sector 5,București,Sud-Vest,7
Alis Ecomob SRL,Staer 9,Șoseaua Alexandriei,Sector 5,Sector 5,București,Sud-Vest,7
Alis Ecomob SRL,Staer 9,Veteranilor,Sector 6,Sector 6,București,Vest,7
Alis Ecomob SRL,Staer 9,Vladeasa,Sector 6,Sector 6,București,Vest,7
Staer 23,Staer 23,Aja,Sector 4,Sector 4,București,Sud,7
Staer 23,Staer 23,Aleea Codrii Neamtului,București neatribuit,București neatribuit,București,București neatribuit,7
Staer 23,Staer 23,Aleea Gornesti,Sector 4,Sector 4,București,Sud,7
Staer 23,Staer 23,Anton Bacalbasa,Sector 4,Sector 4,București,Sud,7
Staer 23,Staer 23,Bulevardul C Brancoveanu,Sector 4,Sector 4,București,Sud,7
Staer 23,Staer 23,Bulevardul Tineretului,București neatribuit,București neatribuit,București,București neatribuit,7
Staer 23,Staer 23,Calea Ea Ferentari,Sector 5,Sector 5,București,Sud-Vest,7
Staer 23,Staer 23,Drumul Fermei,București neatribuit,București neatribuit,București,București neatribuit,7
Staer 23,Staer 23,Marului,Sector 3,Sector 3,București,Est,7
Staer 23,Staer 23,Secuilor,Sector 4,Sector 4,București,Sud,7
Staer 23,Staer 23,Splaiul Aiul Unirii,București neatribuit,București neatribuit,București,București neatribuit,7
Staer 23,Staer 23,Strada Frumusani,Sector 4,Sector 4,București,Sud,7
Staer 23,Staer 23,Strada Nitu Vasile,Sector 4,Sector 4,București,Sud,7
Staer 23,Staer 23,Strada Odei,București neatribuit,București neatribuit,București,București neatribuit,7
Staer 23,Staer 23,Strada Verigei,București neatribuit,București neatribuit,București,București neatribuit,7
Staer 23,Staer 23,Strada Ziduri Intre VII,Sector 2,Sector 2,București,Nord-Est,7
Staer 23,Staer 23,Aleea Ea Barajul Dunarii,Sector 3,Sector 3,București,Est,7
Staer 23,Staer 23,Aleea Ea Fetesti,Sector 3,Sector 3,București,Est,7
Staer 23,Staer 23,Bulevardul Decebal,Sector 3,Sector 3,București,Est,7
Staer 23,Staer 23,Bulevardul Octavian Goga,Sector 3,Sector 3,București,Est,7
Staer 23,Staer 23,Bulevardul Theodor Palady,Sector 3,Sector 3,București,Est,7
Staer 23,Staer 23,Strada Emil Gârleanu,Sector 3,Sector 3,București,Est,7
Staer 23,Staer 23,Strada Eufrosina Popescu,Sector 3,Sector 3,București,Est,7
Staer 23,Staer 23,Aleea Ea Stupilor,Sector 4,Sector 4,București,Sud,7
Staer 23,Staer 23,Baltita,Sector 4,Sector 4,București,Sud,7
Staer 23,Staer 23,Bulevardul Brancoveanu,Sector 4,Sector 4,București,Sud,7
Staer 23,Staer 23,Bulevardul X Obregia,Sector 4,Sector 4,București,Sud,7
Staer 23,Staer 23,Ciocanesti,Sector 4,Sector 4,București,Sud,7
Staer 23,Staer 23,Imparatul Traian,Sector 4,Sector 4,București,Sud,7
Staer 23,Staer 23,Raul Soimului,Sector 4,Sector 4,București,Sud,7
Staer 23,Staer 23,Soldanului,Sector 4,Sector 4,București,Sud,7
Staer 23,Staer 23,Strada Mărțișor,Sector 4,Sector 4,București,Sud,7
Staer 23,Staer 23,Trestiana,Sector 4,Sector 4,București,Sud,7
Staer 23,Staer 23,Tudor Gociu,Sector 4,Sector 4,București,Sud,7
Staer 23,Staer 23,Verzisori,Sector 4,Sector 4,București,Sud,7
Staer 23,Staer 23,Strada Iacob Andrei,Sector 5,Sector 5,București,Sud-Vest,7
Staer 23,Staer 23,Strada Nasaud,Sector 5,Sector 5,București,Sud-Vest,7
Staer 23,Staer 23,Strada Trandafirilor,Berceni (Ilfov),—,Ilfov,Sud,7
Staer 23,Staer 23,Tineretului,Chiajna–Roșu–Dudu,—,Ilfov,Vest,7
Staer 23,Staer 23,Intrarea Doinei,Dobroești,—,Ilfov,Nord-Est,7
Staer 23,Staer 23,Dr.fermei,Popești-Leordeni,—,Ilfov,Sud,7
Staer 23,Staer 23,Șoseaua Leordeni,Popești-Leordeni,—,Ilfov,Sud,7
Staer 7,Staer 7,Bulevardul Chișinău,Sector 2,Sector 2,București,Nord-Est,7
Staer 7,Staer 7,Bulevardul Ion Mihalache,Sector 1,Sector 1,București,Nord,7
Staer 7,Staer 7,Calea Ea Plevnei,București neatribuit,București neatribuit,București,București neatribuit,7
Staer 7,Staer 7,Foisorului,Sector 3,Sector 3,București,Est,7
Staer 7,Staer 7,Plugusor,Sector 2,Sector 2,București,Nord-Est,7
Staer 7,Staer 7,Strada Dristorului,Sector 3,Sector 3,București,Est,7
Staer 7,Staer 7,Turda,Sector 1,Sector 1,București,Nord,7
Staer 7,Staer 7,Bulevardul Ion Mihalache,Sector 1,Sector 1,București,Nord,7
Staer 7,Staer 7,Bulevardul Doamna Ghica,Sector 2,Sector 2,București,Nord-Est,7
Staer 7,Staer 7,Bulevardul Lacul Tei,Sector 2,Sector 2,București,Nord-Est,7
Staer 7,Staer 7,Ion Berindei,Sector 2,Sector 2,București,Nord-Est,7
Staer 7,Staer 7,Marcu Armasu,Sector 2,Sector 2,București,Nord-Est,7
Staer 7,Staer 7,Strada Maior Vasile Bacila,Sector 2,Sector 2,București,Nord-Est,7
Staer 7,Staer 7,Calea Ea Vitan,Sector 3,Sector 3,București,Est,7
Staer 7,Staer 7,Șoseaua Berceni,Sector 4,Sector 4,București,Sud,7
Staer 7,Staer 7,Bulevardul Iuliu Maniu,Sector 6,Sector 6,București,Vest,7
Staer 7,Staer 7,Bvd Timisoara,Sector 6,Sector 6,București,Vest,7
Staer 7,Staer 7,Liviu Rebreanu,Sector 3,Sector 3,București,Est,7
Staer 7,Staer 7,Liviu Rebreanu,Sector 3,Sector 3,București,Est,7
Staer 7,Staer 7,Stejarului,Dobroești,—,Ilfov,Nord-Est,7
Staer 7,Staer 7,NECUNOSCUTĂ,Voluntari–Pipera,—,Ilfov,Nord,7
Staer 7,Staer 7,Șoseaua Bucuresti Nord,Voluntari–Pipera,—,Ilfov,Nord,7
Staer 7,Staer 7,Șoseaua Stefanesti,Voluntari–Pipera,—,Ilfov,Nord,7
Staer 9,Staer 9,Prelungirea Ungirea Ghencea,Sector 6,Sector 6,București,Vest,7
Staer 9,Staer 9,Aviatiei,Sector 1,Sector 1,București,Nord,7
Staer 9,Staer 9,Bulevardul Chișinău,Sector 2,Sector 2,București,Nord-Est,7
Staer 9,Staer 9,Bulevardul Lacul Tei,Sector 2,Sector 2,București,Nord-Est,7
Staer 9,Staer 9,Fabrica de Gheata,Sector 2,Sector 2,București,Nord-Est,7
Staer 9,Staer 9,Șoseaua Mihai Bravu,Sector 2,Sector 2,București,Nord-Est,7
Staer 9,Staer 9,Teiul Doamnei,Sector 2,Sector 2,București,Nord-Est,7
